Date,HospitalID,BloodGroup,UnitsAvailable,UnitsCollected,UnitsUsed,UnitsExpired,EmergencyCases,TrafficIndex,AvgTemperature,HolidayFlag,WeekendFlag
2023-03-03,HOSP_A,A-,71,6,7,0,3,0.53,31.34,0,0
2023-03-03,HOSP_A,A-,70,12,9,0,1,0.32,32.82,0,0
2023-03-04,HOSP_A,A-,73,13,10,0,2,0.69,34.13,0,1
2023-03-05,HOSP_A,A-,76,12,11,0,2,0.56,34.9,0,1
2023-03-06,HOSP_A,A-,77,14,16,0,5,0.75,32.71,0,0
2023-03-06,HOSP_A,A-,75,17,15,0,4,0.54,31.75,0,0
2023-03-06,HOSP_A,A-,77,6,9,0,4,0.66,34.98,0,0
2023-03-07,HOSP_A,A-,74,14,13,0,5,0.6,31.71,0,0
2023-03-07,HOSP_A,A-,75,12,10,0,2,0.32,35.82,0,0
2023-03-07,HOSP_A,A-,77,12,12,0,3,0.81,31.75,0,0
2023-03-08,HOSP_A,A-,77,13,14,0,3,0.45,35.75,0,0
2023-03-09,HOSP_A,A-,76,13,10,0,1,0.52,32.06,0,0
2023-03-10,HOSP_A,A-,79,2,10,0,2,0.57,33.92,0,0
2023-03-10,HOSP_A,A-,71,4,7,0,2,0.31,33.68,0,0
2023-03-10,HOSP_A,A-,68,7,9,0,1,0.57,33.61,0,0
2023-03-11,HOSP_A,A-,66,14,11,0,1,0.56,31.85,0,1
2023-03-11,HOSP_A,A-,69,12,13,0,1,0.39,31.9,0,1
2023-03-12,HOSP_A,A-,68,16,14,0,3,0.83,32.08,0,1
2023-03-12,HOSP_A,A-,70,17,10,0,4,0.82,35.63,0,1
2023-03-12,HOSP_A,A-,77,12,14,0,4,0.68,34.93,0,1
2023-03-13,HOSP_A,A-,75,5,7,0,3,0.4,33.7,0,0
2023-03-13,HOSP_A,A-,73,9,9,0,1,0.42,34.09,0,0
2023-03-13,HOSP_A,A-,73,10,9,0,2,0.79,32.71,0,0
2023-03-13,HOSP_A,A-,74,8,8,0,0,0.47,38.06,0,0
2023-03-13,HOSP_A,A-,74,7,8,0,2,0.37,35.79,0,0
2023-03-13,HOSP_A,A-,73,15,13,0,5,0.75,34.62,0,0
2023-03-14,HOSP_A,A-,75,13,13,0,3,0.64,32.78,0,0
2023-03-15,HOSP_A,A-,75,13,9,0,3,0.4,34.99,0,0
2023-03-15,HOSP_A,A-,79,8,6,0,2,0.58,32.45,0,0
2023-03-15,HOSP_A,A-,81,11,12,0,1,0.74,32.88,0,0
2023-03-16,HOSP_A,A-,80,13,12,0,4,0.62,35.85,0,0
2023-03-16,HOSP_A,A-,81,9,11,0,3,0.68,32.41,0,0
2023-03-16,HOSP_A,A-,79,12,13,0,3,0.88,34.33,0,0
2023-03-17,HOSP_A,A-,78,14,13,0,3,0.43,35.71,0,0
2023-03-17,HOSP_A,A-,79,10,13,0,5,0.72,34.66,0,0
2023-03-18,HOSP_A,A-,76,5,8,0,2,0.43,34.67,0,1
2023-03-18,HOSP_A,A-,73,18,14,0,3,0.49,35.74,0,1
2023-03-18,HOSP_A,A-,77,11,11,0,3,0.62,36.15,0,1
2023-03-19,HOSP_A,A-,77,5,11,0,2,0.41,35.06,0,1
2023-03-19,HOSP_A,A-,71,12,7,0,1,0.57,35.75,0,1
2023-03-19,HOSP_A,A-,76,13,12,0,5,0.9,37.89,0,1
2023-03-19,HOSP_A,A-,77,8,12,0,3,0.81,37.23,0,1
2023-03-20,HOSP_A,A-,73,12,14,0,5,0.76,35.19,0,0
2023-03-21,HOSP_A,A-,71,20,12,0,3,0.43,34.34,0,0
2023-03-21,HOSP_A,A-,79,4,12,0,1,0.35,35.13,0,0
2023-03-22,HOSP_A,A-,71,9,7,0,1,0.65,36.41,0,0
2023-03-23,HOSP_A,A-,73,5,8,0,3,0.55,34.32,0,0
2023-03-23,HOSP_A,A-,70,13,13,0,2,0.47,34.58,0,0
2023-03-23,HOSP_A,A-,70,0,7,0,3,0.64,34.65,0,0
2023-03-25,HOSP_A,A-,63,15,13,0,1,0.32,33.57,0,1
2023-03-25,HOSP_A,A-,65,11,14,0,2,0.42,34.05,0,1
2023-03-25,HOSP_A,A-,62,6,7,0,1,0.31,35.03,0,1
2023-03-26,HOSP_A,A-,61,7,12,0,2,0.52,32.24,0,1
2023-03-26,HOSP_A,A-,56,13,15,0,7,0.78,32.74,0,1
2023-03-27,HOSP_A,A-,54,7,10,0,2,0.53,37.98,0,0
2023-03-27,HOSP_A,A-,51,3,6,0,2,0.38,33.39,0,0
2023-03-27,HOSP_A,A-,48,11,11,0,5,0.72,36.39,0,0
2023-03-27,HOSP_A,A-,48,3,5,0,1,0.58,37.21,0,0
2023-03-28,HOSP_A,A-,46,13,10,0,1,0.4,35.12,0,0
2023-03-28,HOSP_A,A-,49,7,6,0,1,0.74,33.1,0,0
2023-03-28,HOSP_A,A-,50,9,8,0,4,0.68,36.67,0,0
2023-03-28,HOSP_A,A-,51,7,6,0,1,0.59,33.25,0,0
2023-03-29,HOSP_A,A-,52,5,9,0,1,0.41,30.92,0,0
2023-03-29,HOSP_A,A-,48,1,5,0,0,0.34,37.19,0,0
2023-03-30,HOSP_A,A-,44,6,9,0,2,0.56,34.52,0,0
2023-03-30,HOSP_A,A-,41,7,7,0,1,0.46,34.09,0,0
2023-03-31,HOSP_A,A-,41,13,12,0,4,0.83,35.3,0,0
2023-03-31,HOSP_A,A-,42,12,12,0,1,0.59,35.72,0,0
2023-04-01,HOSP_A,A-,42,11,10,0,2,0.31,34.84,0,1
2023-04-01,HOSP_A,A-,43,9,10,0,0,0.33,37.77,0,1
2023-04-01,HOSP_A,A-,42,16,12,0,3,0.75,33.29,0,1
2023-04-02,HOSP_A,A-,46,11,10,0,4,0.49,36.33,0,1
2023-04-03,HOSP_A,A-,47,2,6,0,2,0.9,34.58,0,0
2023-04-03,HOSP_A,A-,43,9,7,0,3,0.42,36.89,0,0
2023-04-03,HOSP_A,A-,45,7,9,0,4,0.57,35.73,0,0
2023-04-03,HOSP_A,A-,43,5,6,0,2,0.33,37.18,0,0
2023-04-05,HOSP_A,A-,42,6,9,0,1,0.62,36.63,0,0
2023-04-05,HOSP_A,A-,39,10,7,0,3,0.34,34.55,0,0
2023-04-05,HOSP_A,A-,42,13,12,0,1,0.71,38.94,0,0
2023-04-05,HOSP_A,A-,43,7,7,0,3,0.36,38.33,0,0
2023-04-06,HOSP_A,A-,43,11,14,0,5,0.87,35.67,0,0
2023-04-06,HOSP_A,A-,40,7,9,0,2,0.88,33.38,0,0
2023-04-06,HOSP_A,A-,38,20,17,0,6,0.85,35.3,0,0
2023-04-06,HOSP_A,A-,41,3,6,0,0,0.46,32.05,0,0
2023-04-07,HOSP_A,A-,38,12,11,0,0,0.45,34.58,0,0
2023-04-07,HOSP_A,A-,39,13,14,0,3,0.73,36.56,0,0
2023-04-07,HOSP_A,A-,38,3,7,0,3,0.47,34.06,0,0
2023-04-07,HOSP_A,A-,34,6,8,0,1,0.37,34.69,0,0
2023-04-07,HOSP_A,A-,32,9,10,0,2,0.33,33.92,0,0
2023-04-08,HOSP_A,A-,31,17,16,0,5,0.69,38.57,0,1
2023-04-08,HOSP_A,A-,32,16,14,0,1,0.35,32.29,0,1
2023-04-09,HOSP_A,A-,34,7,7,0,1,0.89,32.53,0,1
2023-04-10,HOSP_A,A-,34,5,7,0,3,0.81,39.8,0,0
2023-04-10,HOSP_A,A-,32,0,5,0,1,0.39,32.72,0,0
2023-04-11,HOSP_A,A-,27,11,6,0,2,0.81,33.88,0,0
2023-04-11,HOSP_A,A-,32,13,15,0,5,0.63,38.43,0,0
2023-04-11,HOSP_A,A-,30,9,8,0,2,0.34,34.0,0,0
2023-04-12,HOSP_A,A-,31,15,10,0,5,0.88,31.09,0,0
2023-04-12,HOSP_A,A-,36,11,12,0,1,0.9,36.5,0,0
2023-04-12,HOSP_A,A-,35,5,7,0,3,0.51,33.77,0,0
2023-04-14,HOSP_A,A-,33,4,4,0,0,0.4,35.79,0,0
2023-04-15,HOSP_A,A-,33,14,8,0,1,0.72,31.31,0,1
2023-04-15,HOSP_A,A-,39,16,16,0,6,0.88,32.41,0,1
2023-04-16,HOSP_A,A-,39,11,10,0,4,0.71,35.3,0,1
2023-04-16,HOSP_A,A-,40,7,7,0,1,0.33,33.85,0,1
2023-04-16,HOSP_A,A-,40,10,9,0,3,0.41,36.21,0,1
2023-04-17,HOSP_A,A-,41,6,7,0,2,0.38,35.81,0,0
2023-04-17,HOSP_A,A-,40,9,7,0,1,0.6,34.51,0,0
2023-04-18,HOSP_A,A-,42,12,17,0,6,0.88,30.24,0,0
2023-04-18,HOSP_A,A-,37,12,7,0,1,0.51,34.22,0,0
2023-04-18,HOSP_A,A-,42,14,15,0,4,0.61,38.21,0,0
2023-04-19,HOSP_A,A-,41,7,10,0,1,0.58,37.64,0,0
2023-04-20,HOSP_A,A-,38,12,9,0,5,0.61,35.74,0,0
2023-04-20,HOSP_A,A-,41,13,14,0,3,0.8,34.1,0,0
2023-04-22,HOSP_A,A-,40,6,10,0,2,0.34,34.66,0,1
2023-04-22,HOSP_A,A-,36,13,12,0,6,0.72,33.41,0,1
2023-04-23,HOSP_A,A-,37,2,15,0,4,0.51,32.86,0,1
2023-04-23,HOSP_A,A-,24,5,10,0,4,0.53,33.38,0,1
2023-04-23,HOSP_A,A-,19,8,10,0,1,0.45,34.36,0,1
2023-04-24,HOSP_A,A-,17,11,12,0,4,0.83,33.08,0,0
2023-04-25,HOSP_A,A-,16,5,10,0,2,0.71,36.6,0,0
2023-04-25,HOSP_A,A-,11,12,13,0,5,0.87,35.44,0,0
2023-04-25,HOSP_A,A-,10,10,10,0,3,0.54,33.32,0,0
2023-04-27,HOSP_A,A-,10,9,10,0,2,0.44,33.01,0,0
2023-04-27,HOSP_A,A-,9,6,9,0,1,0.7,37.34,0,0
2023-04-28,HOSP_A,A-,6,3,6,0,1,0.33,31.08,0,0
2023-04-28,HOSP_A,A-,3,7,9,0,5,0.73,29.86,0,0
2023-04-28,HOSP_A,A-,1,16,14,0,4,0.59,34.1,0,0
2023-04-29,HOSP_A,A-,3,12,14,0,3,0.83,33.5,0,1
2023-04-29,HOSP_A,A-,1,9,8,0,2,0.36,33.38,0,1
2023-04-30,HOSP_A,A-,2,8,10,0,4,0.54,34.12,0,1
2023-04-30,HOSP_A,A-,0,20,16,0,5,0.78,32.64,0,1
2023-04-30,HOSP_A,A-,4,7,9,0,1,0.78,32.62,0,1
2023-04-30,HOSP_A,A-,2,12,12,0,1,0.71,37.06,0,1
2023-04-30,HOSP_A,A-,2,17,15,0,2,0.53,36.75,0,1
2023-05-01,HOSP_A,A-,4,15,15,0,4,0.78,32.09,0,0
2023-05-01,HOSP_A,A-,4,13,9,0,5,0.66,37.46,0,0
2023-05-02,HOSP_A,A-,8,0,5,0,1,0.48,34.49,0,0
2023-05-02,HOSP_A,A-,3,11,11,0,1,0.33,32.75,0,0
2023-05-02,HOSP_A,A-,3,14,12,0,4,0.59,32.1,0,0
2023-05-02,HOSP_A,A-,5,15,12,0,2,0.32,29.06,0,0
2023-05-02,HOSP_A,A-,8,9,6,0,2,0.77,33.86,0,0
2023-05-03,HOSP_A,A-,11,16,12,0,6,0.77,31.61,0,0
2023-05-03,HOSP_A,A-,15,7,12,0,4,0.83,33.87,0,0
2023-05-03,HOSP_A,A-,10,13,9,0,1,0.86,34.98,0,0
2023-05-03,HOSP_A,A-,14,15,13,0,5,0.74,34.11,0,0
2023-05-04,HOSP_A,A-,16,11,7,0,2,0.64,31.42,0,0
2023-05-04,HOSP_A,A-,20,7,6,0,2,0.41,33.11,0,0
2023-05-04,HOSP_A,A-,21,11,9,0,1,0.52,31.0,0,0
2023-05-04,HOSP_A,A-,23,15,15,0,6,0.87,33.07,0,0
2023-05-04,HOSP_A,A-,23,12,13,0,5,0.67,36.56,0,0
2023-05-05,HOSP_A,A-,22,5,7,0,2,0.34,32.79,0,0
2023-05-05,HOSP_A,A-,20,9,11,0,4,0.46,34.71,0,0
2023-05-06,HOSP_A,A-,18,15,16,0,3,0.78,33.53,0,1
2023-05-06,HOSP_A,A-,17,18,14,0,1,0.74,32.82,0,1
2023-05-06,HOSP_A,A-,21,16,15,0,2,0.37,32.85,0,1
2023-05-06,HOSP_A,A-,22,16,10,0,3,0.8,31.18,0,1
2023-05-07,HOSP_A,A-,28,12,15,0,4,0.65,35.38,0,1
2023-05-07,HOSP_A,A-,25,11,14,0,3,0.75,32.28,0,1
2023-05-07,HOSP_A,A-,22,9,10,0,4,0.7,30.18,0,1
2023-05-07,HOSP_A,A-,21,11,12,0,2,0.72,33.15,0,1
2023-05-07,HOSP_A,A-,20,12,10,0,1,0.45,31.74,0,1
2023-05-07,HOSP_A,A-,22,9,12,0,6,0.86,33.81,0,1
2023-05-08,HOSP_A,A-,19,19,10,0,4,0.66,33.72,0,0
2023-05-09,HOSP_A,A-,28,12,10,0,3,0.72,34.27,0,0
2023-05-09,HOSP_A,A-,30,8,9,0,4,0.57,33.19,0,0
2023-05-09,HOSP_A,A-,29,9,7,0,3,0.82,35.23,0,0
2023-05-09,HOSP_A,A-,31,8,8,0,3,0.76,34.7,0,0
2023-05-09,HOSP_A,A-,31,13,10,0,6,0.75,34.05,0,0
2023-05-09,HOSP_A,A-,34,5,8,0,2,0.48,29.98,0,0
2023-05-10,HOSP_A,A-,31,9,6,0,2,0.36,30.69,0,0
2023-05-10,HOSP_A,A-,34,13,11,0,2,0.79,32.7,0,0
2023-05-11,HOSP_A,A-,36,9,10,0,6,0.67,32.55,0,0
2023-05-11,HOSP_A,A-,35,10,4,0,0,0.35,34.8,0,0
2023-05-11,HOSP_A,A-,41,1,7,0,1,0.67,30.9,0,0
2023-05-11,HOSP_A,A-,35,17,17,0,7,0.84,30.94,0,0
2023-05-12,HOSP_A,A-,35,8,6,0,1,0.55,33.99,0,0
2023-05-13,HOSP_A,A-,37,11,15,0,7,0.89,34.02,0,1
2023-05-13,HOSP_A,A-,33,5,7,0,1,0.32,34.51,0,1
2023-05-15,HOSP_A,A-,31,15,15,0,4,0.67,35.75,0,0
2023-05-15,HOSP_A,A-,31,3,8,0,4,0.81,34.52,0,0
2023-05-17,HOSP_A,A-,26,7,13,0,3,0.62,30.1,0,0
2023-05-17,HOSP_A,A-,20,5,7,0,1,0.33,31.14,0,0
2023-05-17,HOSP_A,A-,18,12,10,0,0,0.38,29.48,0,0
2023-05-17,HOSP_A,A-,20,6,12,0,1,0.31,31.4,0,0
2023-05-18,HOSP_A,A-,14,14,12,0,1,0.51,33.24,0,0
2023-05-18,HOSP_A,A-,16,8,9,0,3,0.4,26.83,0,0
2023-05-18,HOSP_A,A-,15,7,9,0,1,0.58,34.0,0,0
2023-05-19,HOSP_A,A-,13,9,13,0,6,0.7,32.35,0,0
2023-05-19,HOSP_A,A-,9,6,9,0,4,0.68,28.53,0,0
2023-05-21,HOSP_A,A-,6,17,18,0,5,0.73,29.79,0,1
2023-05-21,HOSP_A,A-,5,16,10,0,1,0.45,31.49,0,1
2023-05-21,HOSP_A,A-,11,6,7,0,1,0.32,32.55,0,1
2023-05-22,HOSP_A,A-,10,20,16,0,7,0.84,32.04,0,0
2023-05-23,HOSP_A,A-,14,11,5,0,1,0.39,34.29,0,0
2023-05-23,HOSP_A,A-,20,13,9,0,5,0.78,32.71,0,0
2023-05-24,HOSP_A,A-,24,8,11,0,1,0.82,29.94,0,0
2023-05-24,HOSP_A,A-,21,12,12,0,4,0.47,32.38,0,0
2023-05-25,HOSP_A,A-,21,8,12,0,3,0.4,29.94,0,0
2023-05-25,HOSP_A,A-,17,5,6,0,1,0.63,30.35,0,0
2023-05-25,HOSP_A,A-,16,11,11,0,0,0.49,31.69,0,0
2023-05-25,HOSP_A,A-,16,4,9,0,1,0.66,33.34,0,0
2023-05-26,HOSP_A,A-,11,4,10,0,3,0.78,28.83,0,0
2023-05-26,HOSP_A,A-,5,11,8,0,4,0.81,33.15,0,0
2023-05-26,HOSP_A,A-,8,9,7,0,3,0.58,30.08,0,0
2023-05-27,HOSP_A,A-,10,9,10,0,4,0.52,28.04,0,1
2023-05-28,HOSP_A,A-,9,12,8,0,2,0.34,28.01,0,1
2023-05-28,HOSP_A,A-,13,5,8,0,2,0.67,30.23,0,1
2023-05-28,HOSP_A,A-,10,10,9,0,1,0.36,31.16,0,1
2023-05-29,HOSP_A,A-,11,0,5,0,1,0.37,30.97,0,0
2023-05-29,HOSP_A,A-,6,11,10,0,2,0.43,32.1,0,0
2023-05-29,HOSP_A,A-,7,12,15,0,5,0.85,32.17,0,0
2023-05-30,HOSP_A,A-,4,4,8,0,3,0.75,29.68,0,0
2023-05-30,HOSP_A,A-,0,4,4,0,1,0.45,29.33,0,0
2023-05-30,HOSP_A,A-,0,4,4,0,2,0.59,31.69,0,0
2023-05-31,HOSP_A,A-,0,8,8,0,2,0.68,31.66,0,0
2023-06-01,HOSP_A,A-,0,8,8,0,3,0.34,26.61,0,0
2023-06-02,HOSP_A,A-,0,14,11,0,1,0.57,30.68,0,0
2023-06-02,HOSP_A,A-,3,6,7,0,1,0.38,33.18,0,0
2023-06-03,HOSP_A,A-,2,11,7,0,1,0.31,29.8,0,1
2023-06-04,HOSP_A,A-,6,19,14,0,1,0.51,28.47,0,1
2023-06-05,HOSP_A,A-,11,12,10,0,1,0.37,25.98,0,0
2023-06-05,HOSP_A,A-,13,10,9,0,1,0.77,31.11,0,0
2023-06-06,HOSP_A,A-,14,7,8,0,4,0.73,27.95,0,0
2023-06-06,HOSP_A,A-,13,9,12,0,3,0.73,26.96,0,0
2023-06-06,HOSP_A,A-,10,12,10,0,2,0.54,30.31,0,0
2023-06-07,HOSP_A,A-,12,10,8,0,0,0.37,27.84,0,0
2023-06-07,HOSP_A,A-,14,10,12,0,5,0.88,26.53,0,0
2023-06-08,HOSP_A,A-,12,8,10,0,0,0.41,27.6,0,0
2023-06-08,HOSP_A,A-,10,7,8,0,4,0.52,30.27,0,0
2023-06-08,HOSP_A,A-,9,5,7,0,2,0.43,27.7,0,0
2023-06-08,HOSP_A,A-,7,11,9,0,1,0.57,31.23,0,0
2023-06-09,HOSP_A,A-,9,16,13,0,3,0.64,28.24,0,0
2023-06-09,HOSP_A,A-,12,16,11,0,1,0.46,26.41,0,0
2023-06-09,HOSP_A,A-,17,10,8,0,0,0.33,32.95,0,0
2023-06-09,HOSP_A,A-,19,8,8,0,1,0.57,28.71,0,0
2023-06-11,HOSP_A,A-,19,6,10,0,3,0.4,26.84,0,1
2023-06-11,HOSP_A,A-,15,11,11,0,2,0.62,29.04,0,1
2023-06-11,HOSP_A,A-,15,11,11,0,1,0.71,26.29,0,1
2023-06-11,HOSP_A,A-,15,15,14,0,1,0.59,28.78,0,1
2023-06-12,HOSP_A,A-,16,12,4,0,0,0.31,29.79,0,0
2023-06-12,HOSP_A,A-,24,12,13,0,3,0.59,22.92,0,0
2023-06-12,HOSP_A,A-,23,7,10,0,1,0.58,30.17,0,0
2023-06-12,HOSP_A,A-,20,3,5,0,1,0.65,29.53,0,0
2023-06-13,HOSP_A,A-,18,13,11,0,1,0.65,28.14,0,0
2023-06-13,HOSP_A,A-,20,9,11,0,3,0.88,25.3,0,0
2023-06-14,HOSP_A,A-,18,9,9,0,2,0.9,26.23,0,0
2023-06-14,HOSP_A,A-,18,20,17,0,7,0.78,28.49,0,0
2023-06-15,HOSP_A,A-,21,15,9,0,5,0.66,27.07,0,0
2023-06-15,HOSP_A,A-,27,12,12,0,2,0.42,28.94,0,0
2023-06-15,HOSP_A,A-,27,0,6,0,2,0.42,29.65,0,0
2023-06-16,HOSP_A,A-,21,0,4,0,0,0.39,29.86,0,0
2023-06-16,HOSP_A,A-,17,6,10,0,0,0.3,24.18,0,0
2023-06-16,HOSP_A,A-,13,10,13,0,2,0.42,28.65,0,0
2023-06-17,HOSP_A,A-,10,11,11,0,1,0.77,25.68,0,1
2023-06-18,HOSP_A,A-,10,14,15,0,2,0.66,25.06,0,1
2023-06-18,HOSP_A,A-,9,9,10,0,1,0.66,24.57,0,1
2023-06-19,HOSP_A,A-,8,11,13,0,5,0.66,24.52,0,0
2023-06-19,HOSP_A,A-,6,4,10,0,5,0.74,26.22,0,0
2023-06-19,HOSP_A,A-,0,7,7,0,1,0.7,23.61,0,0
2023-06-20,HOSP_A,A-,0,5,5,0,1,0.4,23.82,0,0
2023-06-20,HOSP_A,A-,0,3,3,0,1,0.48,23.46,0,0
2023-06-21,HOSP_A,A-,0,12,12,0,4,0.45,27.84,0,0
2023-06-21,HOSP_A,A-,0,10,10,0,6,0.8,24.68,0,0
2023-06-21,HOSP_A,A-,0,15,15,0,5,0.74,26.4,0,0
2023-06-22,HOSP_A,A-,0,9,8,0,2,0.76,27.6,0,0
2023-06-22,HOSP_A,A-,1,0,1,0,1,0.88,26.82,0,0
2023-06-22,HOSP_A,A-,0,12,12,0,5,0.66,24.01,0,0
2023-06-23,HOSP_A,A-,0,6,6,0,2,0.68,26.41,0,0
2023-06-23,HOSP_A,A-,0,10,8,0,2,0.3,31.41,0,0
2023-06-23,HOSP_A,A-,2,10,11,0,1,0.8,25.22,0,0
2023-06-23,HOSP_A,A-,1,9,7,0,1,0.36,26.46,0,0
2023-06-24,HOSP_A,A-,3,16,13,0,1,0.38,27.2,0,1
2023-06-25,HOSP_A,A-,6,10,12,0,4,0.47,26.36,0,1
2023-06-25,HOSP_A,A-,4,9,7,0,1,0.38,29.5,0,1
2023-06-26,HOSP_A,A-,6,4,6,0,1,0.62,26.32,0,0
2023-06-26,HOSP_A,A-,4,14,14,0,4,0.84,30.02,0,0
2023-06-27,HOSP_A,A-,4,11,11,0,4,0.82,26.16,0,0
2023-06-27,HOSP_A,A-,4,10,9,0,2,0.56,23.57,0,0
2023-06-27,HOSP_A,A-,5,13,9,0,1,0.36,23.93,0,0
2023-06-27,HOSP_A,A-,9,8,12,0,4,0.51,29.61,0,0
2023-06-27,HOSP_A,A-,5,13,11,0,3,0.76,26.64,0,0
2023-06-28,HOSP_A,A-,7,13,7,0,2,0.46,26.54,0,0
2023-06-28,HOSP_A,A-,13,8,8,0,0,0.48,22.9,0,0
2023-06-29,HOSP_A,A-,13,16,8,0,1,0.63,26.34,0,0
2023-06-29,HOSP_A,A-,21,9,12,0,1,0.3,24.08,0,0
2023-06-29,HOSP_A,A-,18,10,8,0,1,0.49,22.77,0,0
2023-06-30,HOSP_A,A-,20,14,12,0,3,0.53,25.55,0,0
2023-06-30,HOSP_A,A-,22,9,11,0,2,0.87,24.29,0,0
2023-06-30,HOSP_A,A-,20,7,8,0,4,0.71,25.58,0,0
2023-06-30,HOSP_A,A-,19,2,6,0,2,0.4,24.08,0,0
2023-06-30,HOSP_A,A-,15,12,14,0,3,0.48,26.98,0,0
2023-06-30,HOSP_A,A-,13,4,8,0,2,0.79,25.32,0,0
2023-06-30,HOSP_A,A-,9,6,7,0,1,0.84,24.5,0,0
2023-07-01,HOSP_A,A-,8,9,7,0,1,0.48,24.15,0,1
2023-07-02,HOSP_A,A-,10,5,9,0,1,0.32,25.34,0,1
2023-07-02,HOSP_A,A-,6,14,13,0,1,0.57,24.33,0,1
2023-07-02,HOSP_A,A-,7,6,8,0,2,0.36,24.65,0,1
2023-07-02,HOSP_A,A-,5,13,14,0,3,0.46,24.16,0,1
2023-07-03,HOSP_A,A-,4,6,9,0,1,0.86,25.03,0,0
2023-07-03,HOSP_A,A-,1,12,10,0,2,0.43,28.63,0,0
2023-07-04,HOSP_A,A-,3,11,10,0,2,0.72,23.64,0,0
2023-07-04,HOSP_A,A-,4,7,11,0,5,0.73,25.64,0,0
2023-07-04,HOSP_A,A-,0,4,4,0,2,0.47,25.63,0,0
2023-07-05,HOSP_A,A-,0,10,8,0,3,0.46,23.19,0,0
2023-07-05,HOSP_A,A-,2,6,8,0,1,0.38,29.62,0,0
2023-07-05,HOSP_A,A-,0,15,12,0,3,0.37,29.46,0,0
2023-07-06,HOSP_A,A-,3,15,10,0,5,0.66,22.42,0,0
2023-07-06,HOSP_A,A-,8,3,5,0,1,0.5,20.64,0,0
2023-07-07,HOSP_A,A-,6,1,6,0,1,0.61,20.53,0,0
2023-07-08,HOSP_A,A-,1,21,16,0,3,0.43,18.75,0,1
2023-07-08,HOSP_A,A-,6,6,12,0,1,0.57,25.46,0,1
2023-07-08,HOSP_A,A-,0,16,16,0,6,0.73,20.28,0,1
2023-07-09,HOSP_A,A-,0,10,10,0,2,0.49,22.38,0,1
2023-07-09,HOSP_A,A-,0,14,11,0,2,0.74,22.7,0,1
2023-07-09,HOSP_A,A-,3,11,13,0,3,0.48,22.51,0,1
2023-07-10,HOSP_A,A-,1,14,10,0,2,0.54,22.64,0,0
2023-07-11,HOSP_A,A-,5,13,12,0,2,0.83,20.72,0,0
2023-07-12,HOSP_A,A-,6,4,6,0,1,0.89,24.17,0,0
2023-07-12,HOSP_A,A-,4,8,9,0,5,0.74,22.77,0,0
2023-07-13,HOSP_A,A-,3,8,11,0,7,0.86,23.28,0,0
2023-07-13,HOSP_A,A-,0,14,8,0,4,0.67,23.44,0,0
2023-07-13,HOSP_A,A-,6,14,14,0,6,0.72,19.96,0,0
2023-07-13,HOSP_A,A-,6,9,13,0,2,0.73,23.37,0,0
2023-07-13,HOSP_A,A-,2,4,6,0,1,0.39,22.23,0,0
2023-07-13,HOSP_A,A-,0,3,3,0,3,0.4,23.44,0,0
2023-07-14,HOSP_A,A-,0,9,9,0,2,0.35,19.98,0,0
2023-07-14,HOSP_A,A-,0,2,2,0,4,0.61,24.34,0,0
2023-07-15,HOSP_A,A-,0,8,8,0,2,0.52,23.68,0,1
2023-07-16,HOSP_A,A-,0,12,9,0,3,0.63,23.01,0,1
2023-07-18,HOSP_A,A-,3,10,9,0,0,0.31,22.21,0,0
2023-07-18,HOSP_A,A-,4,8,7,0,1,0.62,23.26,0,0
2023-07-18,HOSP_A,A-,5,13,12,0,5,0.6,24.19,0,0
2023-07-18,HOSP_A,A-,6,4,5,0,1,0.43,21.97,0,0
2023-07-19,HOSP_A,A-,5,7,12,0,4,0.79,23.17,0,0
2023-07-19,HOSP_A,A-,0,8,8,0,2,0.51,21.05,0,0
2023-07-20,HOSP_A,A-,0,9,9,0,2,0.82,20.96,0,0
2023-07-20,HOSP_A,A-,0,11,11,0,3,0.56,23.37,0,0
2023-07-20,HOSP_A,A-,0,3,3,0,4,0.82,20.35,0,0
2023-07-20,HOSP_A,A-,0,9,9,0,7,0.85,23.57,0,0
2023-07-21,HOSP_A,A-,0,11,11,0,4,0.79,22.69,0,0
2023-07-22,HOSP_A,A-,0,10,10,0,4,0.49,22.41,0,1
2023-07-22,HOSP_A,A-,0,11,11,0,1,0.42,22.31,0,1
2023-07-22,HOSP_A,A-,0,12,10,0,4,0.55,21.24,0,1
2023-07-22,HOSP_A,A-,2,19,15,0,7,0.83,20.09,0,1
2023-07-22,HOSP_A,A-,6,13,15,0,5,0.72,21.57,0,1
2023-07-23,HOSP_A,A-,4,7,10,0,2,0.63,22.34,0,1
2023-07-24,HOSP_A,A-,1,14,12,0,4,0.49,19.35,0,0
2023-07-24,HOSP_A,A-,3,0,3,0,0,0.38,21.04,0,0
2023-07-25,HOSP_A,A-,0,8,8,0,3,0.65,18.14,0,0
2023-07-25,HOSP_A,A-,0,12,12,0,2,0.35,22.42,0,0
2023-07-25,HOSP_A,A-,0,5,5,0,1,0.44,21.41,0,0
2023-07-26,HOSP_A,A-,0,7,7,0,3,0.83,21.22,0,0
2023-07-26,HOSP_A,A-,0,1,1,0,2,0.45,17.69,0,0
2023-07-27,HOSP_A,A-,0,5,5,0,2,0.32,20.73,0,0
2023-07-28,HOSP_A,A-,0,11,9,0,1,0.38,19.36,0,0
